410,175,Apr,21
411,1,Apr,21
412,15,Apr,21
413,10,Apr,21
414,1990,Apr,21
415,1,Apr,21
416,13,Apr,21
417,45,Apr,21
418,9,Apr,21
419,3354,Apr,21
420,1,Apr,21
421,10,Apr,21
422,5,Apr,21
423,234,Apr,21
424,1,Apr,21
425,1076,Apr,21
426,79,Apr,21
427,124,Apr,21
428,7,Apr,21
429,224400,Apr,21
430,1,Apr,21
431,5,Apr,21
432,17540,Apr,21
433,1,Apr,21
434,7,Apr,21
435,7895,Apr,21
436,1,Apr,21
437,9,Apr,21
438,1643,Apr,21
439,1,Apr,21
440,12,Apr,21
441,487,Apr,21
442,1,Apr,21
443,25,Apr,21
444,7,Apr,21
445,491,Apr,21
446,1,Apr,21
447,11,Apr,21
448,339,Apr,21
449,1,Apr,21
450,24,Apr,21
451,5,Apr,21
452,30523,Apr,21
453,1,Apr,21
454,32,Apr,21
455,19,Apr,21
456,165,Apr,21
457,1,Apr,21
458,33,Apr,21
459,947,Apr,21
460,1,Apr,21
461,10,Apr,21
462,39,Apr,21
463,5,Apr,21
464,3595,Apr,21
465,1,Apr,21
466,442,Apr,21
467,10,Apr,21
468,29,Apr,21
469,1772,Apr,21
470,1,Apr,21
471,9,Apr,21
472,74,Apr,21
473,6,Apr,21
474,2204,Apr,21
475,1,Apr,21
476,2181,Apr,21
477,6,Apr,21
478,24,Apr,21
479,5,Apr,21
480,467,Apr,21
481,1,Apr,21
482,23,Apr,21
483,12,Apr,21
484,829,Apr,21
485,1,Apr,21
486,34,Apr,21
487,6,Apr,21
488,1464,Apr,21
489,1,Apr,21
490,9,Apr,21
491,2739,Apr,21
492,1,Apr,21
493,54,Apr,21
494,7,Apr,21
495,5268,Apr,21
496,1,Apr,21
497,4,Apr,21
498,249,Apr,21
499,1,Apr,21
500,31,Apr,21
501,18,Apr,21
502,411,Apr,21
503,1,Apr,21
504,9,Apr,21
505,230,Apr,21
506,1,Apr,21
507,12,Apr,21
508,19,Apr,21
509,1144,Apr,21
510,1,Apr,21
511,6,Apr,21
512,3576,Apr,21
513,1,Apr,21
514,42,Apr,21
515,6,Apr,21
516,12660,Apr,21
517,1,Apr,21
518,780,Apr,21
519,7,Apr,21
520,853,Apr,21
521,1,Apr,21
522,30,Apr,21
523,9,Apr,21
524,155,Apr,21
525,1,Apr,21
526,17,Apr,21
527,220,Apr,21
528,1,Apr,21
529,9,Apr,21
530,523,Apr,21
531,1,Apr,21
532,11,Apr,21
533,555,Apr,21
534,1,Apr,21
535,6177,Apr,21
536,10,Apr,21
537,2232,Apr,21
538,1,Apr,21
539,21,Apr,21
540,25,Apr,21
541,17,Apr,21
542,2198,Apr,21
543,1,Apr,21
544,11,Apr,21
545,853,Apr,21
546,1,Apr,21
547,24,Apr,21
548,4,Apr,21
549,185,Apr,21
550,1,Apr,21
551,37,Apr,21
552,8,Apr,21
553,18,Apr,21
554,13264,Apr,21
555,1,Apr,21
556,8,Apr,21
557,3854,Apr,21
558,1,Apr,21
559,49,Apr,21
560,6,Apr,21
561,4221,Apr,21
562,1,Apr,21
563,4,Apr,21
564,973,Apr,21
565,1,Apr,21
566,53,Apr,21
567,18,Apr,21
568,245,Apr,21
569,1,Apr,21
570,16,Apr,21
571,39670,Apr,21
572,9,Apr,21
573,787,Apr,21
574,1,Apr,21
575,8,Apr,21
576,922,Apr,21
577,1,Apr,21
578,8,Apr,21
579,13,Apr,21
580,341,Apr,21
581,1,Apr,21
582,4,Apr,21
583,0,Apr,21
584,11358,Apr,21
585,257,Apr,21
586,11388,Apr,21
587,11358,Apr,21
588,331,Apr,21
589,11358,Apr,21
590,1307,Apr,21
591,2120,Apr,21
592,145420,Apr,21
593,2099,Apr,21
594,37114,Apr,21
595,406,Apr,21
596,11358,Apr,21
597,3434,Apr,21
598,13366,Apr,21
599,1366,Apr,21
600,101,Apr,21
601,348776,Apr,21
602,12646,Apr,21
603,24655,Apr,21
604,3114,Apr,21
605,795,Apr,21
606,243,Apr,21
607,5227,Apr,21
608,1776,Apr,21
609,6064,Apr,21
610,1891,Apr,21
611,183,Apr,21
612,132,Apr,21
613,8113,Apr,21
614,17144,Apr,21
615,3024,Apr,21
616,1428,Apr,21
617,709,Apr,21
618,1148,Apr,21
619,1937,Apr,21
620,3331,Apr,21
621,380,Apr,21
622,1373,Apr,21
623,3632,Apr,21
624,174,Apr,21
625,3152,Apr,21
626,143,Apr,21
627,2056,Apr,21
628,4863,Apr,21
629,980,Apr,21
630,3603,Apr,21
631,5067,Apr,21
632,129,Apr,21
633,1362,Apr,21
634,1893,Apr,21
635,1514,Apr,21
636,879,Apr,21
637,1747,Apr,21
638,4732,Apr,21
639,1711,Apr,21
640,3377,Apr,21
641,1031,Apr,21
642,4875,Apr,21
643,3451,Apr,21
644,663,Apr,21
645,82327,Apr,21
646,16,Apr,21
647,4374,Apr,21
648,1148,Apr,21
649,894,Apr,21
650,1445,Apr,21
651,13,Apr,21
652,1961,Apr,21
653,1495,Apr,21
654,17087,Apr,21
655,101,Apr,21
656,1974,Apr,21
657,2329,Apr,21
658,6383,Apr,21
659,1927,Apr,21
660,17253,Apr,21
661,166,Apr,21
662,39588,Apr,21
663,1888,Apr,21
664,11358,Apr,21
665,170,Apr,21
666,17087,Apr,21
667,101,Apr,21
668,20034,Apr,21
669,505,Apr,21
670,17087,Apr,21
671,26,Apr,21
672,101,Apr,21
673,11358,Apr,21
674,270,Apr,21
675,17087,Apr,21
676,101,Apr,21
677,1171,Apr,13
678,1171,Apr,13
679,15781,Apr,14
680,1778,Apr,14
681,1837,Apr,14
682,1835,Apr,14
683,1885,Apr,14
684,1840,Apr,14
685,1856,Apr,14
686,1140,Apr,14
687,1199,Apr,14
688,1143,Apr,14
689,1186,Apr,14
690,337,Apr,14
691,255,Apr,14
692,27090,Apr,14
693,58,Apr,14
694,107,Apr,14
695,38,Apr,14
696,58,Apr,14
697,1580,Apr,5
698,1100,Apr,5
699,1862,Apr,5
700,19303,Apr,5
701,1403,Apr,5
702,889,Apr,5
703,955,Apr,5
704,1639,Apr,5
705,437,Apr,5
706,1952,Apr,5
707,1079,Apr,5
708,862,Apr,5
709,1079,Apr,5
710,2311,Apr,5
711,773,Apr,5
712,274355,Apr,5
713,8012,Apr,5
714,6291,Apr,5
715,7198,Apr,5
716,869,Apr,5
717,2727679,Feb,21
718,17315,Feb,23
719,464,Nov,19
720,8204,Sep,21
721,8111,Sep,21
722,7534,Sep,21
723,11515,Sep,21
724,7101,Sep,21
725,7690,Sep,21
726,9740,Sep,21
727,7631,Sep,21
728,7650,Sep,21
729,9740,Sep,21
730,9031,Sep,21
731,7534,Sep,21
732,7872,Sep,21
733,9740,Sep,21
734,9740,Sep,21
735,7875,Sep,21
736,9740,Sep,21
737,9740,Sep,21
738,9740,Sep,21
739,11910,Sep,21
740,7743,Sep,21
741,9740,Sep,21
742,9740,Sep,21
743,7796,Sep,21
744,9740,Sep,21
745,9606,Sep,21
746,9740,Sep,21
747,7070,Sep,21
748,8084,Sep,21
749,4009,Jul,20
750,1777,Feb,6
751,1746,May,19
752,4017,May,19
753,1338,Nov,18
754,26663,Nov,11
755,11473,Dec,16
756,154589,Feb,21
757,67954,Jun,20
758,1338,Nov,18
759,1239320,Dec,31
760,2547,Jun,25
761,1584,Apr,23
762,1868,Apr,23
763,5552,Apr,23
764,5525,Apr,23
765,5570,Apr,23
766,802,Apr,23
767,5620,Apr,23
768,581,Apr,23
769,17398,Apr,23
770,14716,Apr,23
771,63881,Apr,23
772,1135,Jun,25
773,17039,Apr,23
774,258,Apr,23
775,5074,Apr,23
776,1094,Apr,23
777,2871,Apr,23
778,1584,Apr,23
779,14424,Apr,23
780,1005,Jun,25
781,10338,Apr,23
782,5539,Apr,23
783,7355,Apr,23
784,32345,Apr,23
785,10103,Apr,23
786,1232,Apr,23
787,13181,Apr,23
788,3193,Apr,23
789,171757,Apr,23
790,941,Apr,23
791,1379,Apr,23
792,2014,Apr,23
793,1176,Apr,23
794,772,Apr,23
795,3092,Apr,23
796,140,Apr,23
797,1640,Apr,23
798,900,Apr,23
799,1476,Apr,23
800,22808,Apr,23
801,3435,Apr,23
802,2210,Apr,23
803,1632,Apr,23
804,695,Apr,23
805,5701,Apr,23
806,1519,Apr,23
807,1287,Apr,23
808,49348,Apr,23
809,2656,Apr,23
810,1430,Apr,23
811,3518,Apr,23
812,2898,Apr,23
813,1146,Apr,23
814,7617,Apr,23
815,2485,Apr,23
816,8287,Apr,23
817,549,Apr,23
818,1891,Apr,23
819,4960,Apr,23
820,10430,Apr,23
821,772,Apr,23
822,1192,Apr,23
823,2660,Apr,23
824,818,Apr,23
825,3268,Apr,23
826,14263,Apr,23
827,10764,Apr,23
828,342,Apr,23
829,753,Apr,23
830,3030,Apr,23
831,1217,Apr,23
832,1206,Apr,23
833,9463,Apr,23
834,9334,Apr,23
835,783,Apr,23
836,22975,Apr,23
837,2217,Apr,23
838,4318,Apr,23
839,9812,Apr,23
840,1274,Apr,23
841,11373,Apr,23
842,1651,Apr,23
843,1573,Apr,23
844,5150,Apr,23
845,3843,Apr,23
846,888,Apr,23
847,6568,Apr,23
848,827,Apr,23
849,456,Apr,23
850,5391,Apr,23
851,4778,Apr,23
852,890,Apr,23
853,1197,Apr,23
854,12999,Apr,23
855,914,Apr,23
856,2858,Apr,23
857,904,Apr,23
858,2943,Apr,23
859,5357,Apr,23
860,688,Apr,23
861,1931,Apr,23
862,598,Apr,23
863,10049,Apr,23
864,796,Apr,23
865,2853,Apr,23
866,6009,Apr,23
867,793,Apr,23
868,807,Apr,23
869,5116,Apr,23
870,6643,Apr,23
871,1499,Apr,23
872,462,Apr,23
873,482,Apr,23
874,304,Apr,23
875,997,Apr,23
876,9696,Apr,23
877,14030,Apr,23
878,1351,Apr,23
879,1230,Apr,23
880,2617,Apr,23
881,2686,Apr,23
882,1499,Apr,23
883,342,Apr,23
884,16688,Apr,23
885,1071,Apr,23
886,397,Jun,25
887,16672,Apr,23
888,11041,Apr,23
889,2036,Apr,23
890,1034,Apr,23
891,1961,Apr,23
892,887,Apr,23
893,2377,Apr,23
894,5971,Apr,23
895,1223,Apr,23
896,2241,Apr,23
897,848,Apr,23
898,274,Apr,23
899,1457,Apr,23
900,2152,Apr,23
901,1976,Apr,23
902,5746,Apr,23
903,1208,Apr,23
904,781,Apr,23
905,1193,Apr,23
906,1566,Apr,23
907,1440,Apr,23
908,1599,Apr,23
909,6622,Apr,23
910,21449,Apr,23
911,7359,Apr,23
912,1406,Apr,23
913,1576,Apr,23
914,4360,Apr,23
915,2034,Apr,23
916,6451,Apr,23
917,3376,Apr,23
918,1633,Apr,23
919,3954,Apr,23
920,689,Jun,25
921,9349,Apr,23
922,7272,Apr,23
923,1903,Apr,23
924,604,Apr,23
925,2941,Apr,23
926,5357,Apr,23
927,1280,Apr,23
928,1432,Apr,23
929,791,Apr,23
930,3723,Apr,23
931,543,Jun,25
932,843,Apr,23
933,6791,Apr,23
934,449,Apr,23
935,593,Apr,23
936,626,Apr,23
937,3031,Apr,23
938,343,Apr,23
939,2366,Apr,23
940,2011,Apr,23
941,2271,Apr,23
942,3062,Apr,23
943,47760,Apr,23
944,2516,Apr,23
945,3680,Apr,23
946,9084,Apr,23
947,10441,Apr,23
948,2356,Apr,23
949,3620,Apr,23
950,3380,Apr,23
951,1232,Jun,25
952,3294,Apr,23
953,977,Apr,23
954,7988,Apr,23
955,3062,Apr,23
956,13567,Apr,23
957,13288,Apr,23
958,6131,Apr,23
959,3808,Apr,23
960,7225,Apr,23
961,1374,Jun,25
962,10323,Apr,23
963,12521,Apr,23
964,4645,Apr,23
965,2308,Apr,23
966,1312,Apr,23
967,1210,Apr,23
968,13206,Apr,23
969,2388,Apr,23
970,369,Apr,23
971,524,Apr,23
972,4771,Apr,23
973,365,Apr,23
974,2086,Apr,23
975,2710,Apr,23
976,1786,Apr,23
977,3715,Apr,23
978,2532,Apr,23
979,1793,Apr,23
980,484,Apr,23
981,1293,Apr,23
982,6716,Apr,23
983,305,Apr,23
984,2948,Apr,23
985,326,Apr,23
986,18638,Apr,23
987,915,Apr,23
988,2802,Jun,25
989,7549,Apr,23
990,1850,Apr,23
991,342,Apr,23
992,3552,Apr,23
993,1909,Apr,23
994,597,Apr,23
995,1906,Apr,23
996,22885,Apr,23
997,7936,Apr,23
998,10704,Apr,23
999,3266,Apr,23
1000,3000,Apr,23
1001,6091,Apr,23
1002,3042,Apr,23
1003,5040,Apr,23
1004,6326,Apr,23
1005,10093,Apr,23
1006,8294,Apr,23
1007,2081,Apr,23
1008,1255,Apr,23
1009,3179,Apr,23
1010,3012,Apr,23
1011,1577,Apr,23
1012,2629,Apr,23
1013,609,Apr,23
1014,5703,Apr,23
1015,928,Apr,23
1016,8902,Apr,23
1017,5225,Apr,23
1018,1188,Apr,23
1019,19766,Apr,23
1020,900,Apr,23
1021,686,Apr,23
1022,1856,Apr,23
1023,3631,Apr,23
1024,812,Apr,23
1025,8608,Apr,23
1026,1927,Apr,23
1027,10942,Apr,23
1028,1431,Apr,23
1029,2112,Apr,23
1030,342,Apr,23
1031,1920,Apr,23
1032,443,Apr,23
1033,8834,Apr,23
1034,4246,Apr,23
1035,180,Apr,23
1036,935,Apr,23
1037,1437,Apr,23
1038,1996,Apr,23
1039,76,Apr,23
1040,139,Apr,23
1041,8416,Apr,23
1042,3034,Apr,23
1043,1407,Jun,25
1044,19425,Apr,23
1045,9008,Apr,23
1046,2309,Apr,23
1047,1949,Apr,23
1048,2772,Apr,23
1049,60,Apr,23
1050,457,Apr,23
1051,6097,Apr,23
1052,2062,Apr,23
1053,5538,Apr,23
1054,8978,Apr,23
1055,5343,Apr,23
1056,145,Apr,23
1057,3376,Apr,23
1058,18237,Apr,23
1059,7259,Apr,23
1060,4110,Apr,23
1061,2992,Apr,23
1062,4305,Apr,23
1063,71979,Apr,23
1064,8764,Apr,23
1065,1946,Apr,23
1066,328,Apr,23
1067,5833,Apr,23
1068,531,Apr,23
1069,2164,Apr,23
1070,1335,Apr,23
1071,3328,Apr,23
1072,6231,Apr,23
1073,5431,Apr,23
1074,20343,Apr,23
1075,6294,Apr,23
1076,720,Jun,25
1077,607,Apr,23
1078,4833,Apr,23
1079,901,Apr,23
1080,8929,Apr,23
1081,1508,Apr,23
1082,12630,Apr,23
1083,4939,Apr,23
1084,1584,Apr,23
1085,5581,Apr,23
1086,896,Apr,23
1087,7596,Apr,23
1088,5892,Apr,23
1089,2456,Apr,23
1090,1041,Apr,23
1091,1383,Apr,23
1092,1530,Apr,23
1093,4874,Apr,23
1094,16229,Apr,21
1095,781,Apr,21
1096,1094,Apr,21
1097,1119,Apr,21
1098,873,Apr,21
1099,11,Apr,21
1100,11,Apr,21
1101,10,Apr,21
1102,89,Apr,21
1103,21,Apr,21
1104,11,Apr,21
1105,781,Apr,21
1106,220,Apr,21
1107,4836,Apr,21
1108,1543,Apr,21
1109,5620,Apr,21
1110,1592,Apr,21
1111,137,Apr,21
1112,127,Apr,21
1113,7782,Apr,21
1114,16724,Apr,21
1115,2839,Apr,21
1116,1256,Apr,21
1117,610,Apr,21
1118,1094,Apr,21
1119,1810,Apr,21
1120,3018,Apr,21
1121,334,Apr,21
1122,1248,Apr,21
1123,3411,Apr,21
1124,168,Apr,21
1125,2793,Apr,21
1126,135,Apr,21
1127,1863,Apr,21
1128,4522,Apr,21
1129,819,Apr,21
1130,3405,Apr,21
1131,4785,Apr,21
1132,124,Apr,21
1133,1333,Apr,21
1134,1294,Apr,21
1135,801,Apr,21
1136,1535,Apr,21
1137,4525,Apr,21
1138,1592,Apr,21
1139,3081,Apr,21
1140,859,Apr,21
1141,4493,Apr,21
1142,3216,Apr,21
1143,553,Apr,21
1144,1119,Apr,21
1145,873,Apr,21
1146,1760,Apr,21
1147,7833,Mar,14
1148,17994,Feb,21
1149,14781,Sep,7
1150,5073,Sep,7
1151,8168,Dec,12
1152,11900,May,10
1153,339,Dec,12
1154,628,Oct,27
1155,7451,Dec,12
1156,3142,Dec,12
1157,79770,Dec,2
1158,856,Dec,12
1159,94714,Nov,11
1160,151051,Oct,9
1161,5042,Oct,9
1162,3142,Dec,12
1163,79770,Dec,2
1164,856,Dec,12
1165,94714,Nov,11
1166,151051,Oct,9
1167,5042,Oct,9
1168,544,Oct,9
1169,544,Oct,9
1170,2366,May,10
1171,3046,Sep,8
1172,13371,Sep,8
1173,38701,Jan,9
1174,11358,Apr,21
1175,175,Apr,21
1176,5002,Apr,21
1177,9759,Jun,29
1178,13538,Jun,29
1179,29470,Jun,29
1180,16935,Jun,29
1181,1703,Apr,21
1182,216,Apr,21
1183,2155,Apr,21
1184,23,Apr,21
1185,6957,Apr,21
1186,117,Apr,21
1187,48,Apr,21
1188,5702,Apr,21
1189,23,Apr,21
1190,282,Apr,21
1191,5812,Apr,21
1192,15,Apr,21
1193,2134,Apr,21
1194,40,Apr,21
1195,4,Apr,21
1196,27,Apr,21
1197,218,Apr,21
1198,37,Apr,21
1199,318,Apr,21
1200,36,Apr,21
1201,42,Apr,21
1202,56,Apr,21
1203,26,Apr,21
1204,20,Apr,21
1205,778,Apr,21
1206,218,Apr,21
1207,5791,Apr,21
1208,30,Apr,21
1209,88,Apr,21
1210,30,Apr,21
1211,244,Apr,21
1212,30,Apr,21
1213,155,Apr,21
1214,12099,Apr,21
1215,36,Apr,21
1216,205,Apr,21
1217,16,Apr,21
1218,6,Apr,21
1219,18,Apr,21
1220,1392,Apr,21
1221,30,Apr,21
1222,190,Apr,21
1223,2722,Apr,21
1224,631,Apr,21
1225,78,Apr,21
1226,93,Apr,21
1227,254,Apr,21
1228,5801,Apr,21
1229,1358,Apr,21
1230,645,Apr,21
1231,34,Apr,21
1232,1358,Apr,21
1233,0,Apr,21
1234,1291,Apr,21
1235,40,Apr,21
1236,24,Apr,21
1237,27312,Apr,21
1238,212,Apr,21
1239,20,Apr,21
1240,12,Apr,21
1241,18,Apr,21
1242,208,Apr,21
1243,282,Apr,21
1244,20,Apr,21
1245,5812,Apr,21
1246,326,Apr,21
1247,438,Apr,21
1248,6,Apr,21
1249,98,Apr,21
1250,3173,Apr,21
1251,273,Apr,21
1252,282,Apr,21
1253,23,Apr,21
1254,5,Apr,21
1255,81,Apr,21
1256,21,Apr,21
1257,2202,Apr,21
1258,2661,Apr,21
1259,39,Apr,21
1260,28,Apr,21
1261,82,Apr,21
1262,1450,Apr,21
1263,52,Apr,21
1264,36,Apr,21
1265,12,Apr,21
1266,130,Apr,21
1267,1392,Apr,21
1268,6,Apr,21
1269,36,Apr,21
1270,5812,Apr,21
1271,85,Apr,21
1272,1450,Apr,21
1273,120,Apr,21
1274,55,Apr,21
1275,384,Apr,21
1276,117,Apr,21
1277,90,Apr,21
1278,54,Apr,21
1279,335,Apr,21
1280,282,Apr,21
1281,5901,Apr,21
1282,1158,Apr,21
1283,26,Apr,21
1284,13,Apr,21
1285,249,Apr,21
1286,282,Apr,21
1287,68,Apr,21
1288,6,Apr,21
1289,16,Apr,21
1290,282,Apr,21
1291,3005,Apr,21
1292,820,Apr,21
1293,56,Apr,21
1294,58,Apr,21
1295,39,Apr,21
1296,220,Apr,21
1297,174,Apr,21
1298,3906,Apr,21
1299,22,Apr,21
1300,5812,Apr,21
1301,280,Apr,21
1302,26,Apr,21
